日期,測站,測項,4,5,6,7,8,9
2014/10/2,豐原,NMHC,0.05,0.09,0.16,0.23,0.16,0.09
2014/10/2,豐原,NO,0.7,1.1,1.9,11,6.1,1.4
2014/10/2,豐原,NO2,4.5,7.6,9,17,14,6.3
2014/10/2,豐原,NOx,5.3,8.7,11,28,20,7.8
2014/10/2,豐原,O3,14,10,11,9.7,20,37
2014/10/2,豐原,PM10,21,35,47,56,44,53
2014/10/2,豐原,PM2.5,20,10,9,9,16,16
2014/10/2,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/10/2,豐原,RH,89,89,89,80,62,52
2014/10/2,豐原,SO2,1.4,1.4,1.5,3.1,4.1,2.2
2014/10/2,豐原,THC,1.8,1.8,1.9,2,1.9,1.8
2014/10/2,豐原,WD_HR,108,94,97,6.4,319,324
2014/10/2,豐原,WIND_DIREC,93,89,85,265,13,325
2014/10/2,豐原,WIND_SPEED,1.1,0.8,1.1,1.1,1.5,1.8
2014/10/2,豐原,WS_HR,1.9,0.8,1.2,0.3,1.1,1.1
2014/10/3,豐原,AMB_TEMP,23,22,22,25,26,30
2014/10/3,豐原,CH4,1.8,1.8,1.7,1.7,1.7,1.7
2014/10/3,豐原,CO,0.32,0.3,0.31,0.3,0.29,0.27
2014/10/3,豐原,NMHC,0.17,0.17,0.09,0.07,0.07,0.06
2014/10/3,豐原,NO,0.8,0.9,1,1.5,1.4,1.1
2014/10/3,豐原,NO2,7.6,8.1,8.3,6.1,6.1,5.4
2014/10/3,豐原,NOx,8.5,9,9.3,7.5,7.5,6.5
2014/10/3,豐原,O3,15,15,24,29,33,44
2014/10/3,豐原,PM10,33,19,26,16,39,47
2014/10/3,豐原,PM2.5,8,6,4,6,7,12
2014/10/3,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/10/3,豐原,RH,89,86,76,63,57,46
2014/10/3,豐原,SO2,1.8,1.7,1.7,1.7,1.9,1.8
2014/10/3,豐原,THC,2,1.9,1.8,1.8,1.8,1.8
2014/10/3,豐原,WD_HR,58,45,65,59,50,49
2014/10/3,豐原,WIND_DIREC,34,62,66,48,13,219
2014/10/3,豐原,WIND_SPEED,1.1,1.8,1.6,2.3,1.9,1.2
2014/10/3,豐原,WS_HR,0.4,1,1.2,1.6,1,0.7
2014/10/4,豐原,AMB_TEMP,21,21,21,22,24,27
2014/10/4,豐原,CH4,1.7,1.7,1.7,1.7,1.7,1.7
2014/10/4,豐原,CO,0.29,0.28,0.24,0.23,0.21,0.2
2014/10/4,豐原,NMHC,0.03,0.02,0.02,0.02,0.03,0.07
2014/10/4,豐原,NO,0.9,0.8,1.1,1,0.9,1.2
2014/10/4,豐原,NO2,3.7,4.2,3.9,4.2,4.2,4.7
2014/10/4,豐原,NOx,4.6,5,5,5.2,5.1,5.9
2014/10/4,豐原,O3,57,56,52,49,49,50
2014/10/4,豐原,PM10,74,56,62,39,44,36
2014/10/4,豐原,PM2.5,20,25,31,30,24,19
2014/10/4,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/10/4,豐原,RH,58,63,62,57,46,39
2014/10/4,豐原,SO2,1.8,1.7,1.6,1.6,1.6,1.7
2014/10/4,豐原,THC,1.8,1.7,1.7,1.7,1.7,1.8
2014/10/4,豐原,WD_HR,59,55,60,59,56,349
2014/10/4,豐原,WIND_DIREC,49,57,79,54,59,66
2014/10/4,豐原,WIND_SPEED,2,3,2.7,3.6,2.8,2.7
2014/10/4,豐原,WS_HR,1.8,3.1,3.3,2.9,3,0.6
2014/10/5,豐原,AMB_TEMP,22,22,22,23,24,27
2014/10/5,豐原,CH4,1.7,1.7,1.7,1.7,1.7,1.7
2014/10/5,豐原,CO,0.19,0.2,0.2,0.21,0.21,0.2
2014/10/5,豐原,NMHC,0.02,0.02,0.02,0.02,0.03,0.04
2014/10/5,豐原,NO,0.2,0.4,0.1,0.2,0.4,0.3
2014/10/5,豐原,NO2,3.9,4.3,4.7,4.6,4.7,4.6
2014/10/5,豐原,NOx,4.1,4.6,4.7,4.8,5.1,4.9
2014/10/5,豐原,O3,48,48,47,46,47,50
2014/10/5,豐原,PM10,17,39,31,30,31,47
2014/10/5,豐原,PM2.5,6,7,8,3,2,1
2014/10/5,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/10/5,豐原,RH,63,65,68,63,57,46
2014/10/5,豐原,SO2,1.2,1.3,1.4,1.4,1.4,1.2
2014/10/5,豐原,THC,1.7,1.7,1.7,1.7,1.7,1.7
2014/10/5,豐原,WD_HR,59,57,58,58,58,62
2014/10/5,豐原,WIND_DIREC,61,56,61,59,65,94
2014/10/5,豐原,WIND_SPEED,3.4,2.9,3.2,3.5,2.7,2.9
2014/10/5,豐原,WS_HR,3.3,2.4,3.6,3.4,2.8,1.2
2014/10/6,豐原,AMB_TEMP,21,20,21,23,25,28
2014/10/6,豐原,CH4,1.7,1.7,1.7,1.7,1.7,1.7
2014/10/6,豐原,CO,0.19,0.2,0.26,0.3,0.27,0.28
2014/10/6,豐原,NMHC,0.03,0.05,0.07,0.07,0.04,0.08
2014/10/6,豐原,NO,1,1.2,1.4,2,1.6,1.2
2014/10/6,豐原,NO2,4.4,5.5,8.9,8.2,6.4,5.9
2014/10/6,豐原,NOx,5.4,6.7,10,10,8,7.1
2014/10/6,豐原,O3,47,38,34,41,50,56
2014/10/6,豐原,PM10,44,39,46,44,65,69
2014/10/6,豐原,PM2.5,17,16,25,22,24,27
2014/10/6,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/10/6,豐原,RH,64,66,65,56,49,43
2014/10/6,豐原,SO2,1.2,1.6,1.3,1.3,1.4,1.4
2014/10/6,豐原,THC,1.7,1.8,1.8,1.8,1.8,1.8
2014/10/6,豐原,WD_HR,55,64,29,56,59,57
2014/10/6,豐原,WIND_DIREC,61,29,61,56,55,58
2014/10/6,豐原,WIND_SPEED,2,1.8,1.8,2.3,2.7,2.5
2014/10/6,豐原,WS_HR,1.3,1.4,0.6,1.3,2.2,0.9
2014/10/7,豐原,AMB_TEMP,20,20,20,21,24,27
2014/10/7,豐原,CH4,1.7,1.7,1.7,1.7,1.7,1.7
2014/10/7,豐原,CO,0.25,0.24,0.25,0.32,0.27,0.27
2014/10/7,豐原,NMHC,0.02,0.03,0.07,0.08,0.05,0.09
2014/10/7,豐原,NO,1.1,1,1,1.5,1.9,1.5
2014/10/7,豐原,NO2,4.4,4.2,5.8,8.3,5.8,6.9
2014/10/7,豐原,NOx,5.5,5.1,6.8,9.8,7.8,8.4
2014/10/7,豐原,O3,52,50,45,42,46,51
2014/10/7,豐原,PM10,33,38,29,47,29,40
2014/10/7,豐原,PM2.5,26,24,22,16,26,30
2014/10/7,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/10/7,豐原,RH,66,63,61,55,46,38
2014/10/7,豐原,SO2,1.6,1.6,1.5,1.6,1.6,2.3
2014/10/7,豐原,THC,1.7,1.7,1.8,1.8,1.7,1.8
2014/10/7,豐原,WD_HR,70,72,68,69,86,26
2014/10/7,豐原,WIND_DIREC,75,6.4,89,61,94,317
2014/10/7,豐原,WIND_SPEED,3.1,2,2.2,2.3,2.5,2
2014/10/7,豐原,WS_HR,2,1.5,1.2,1.4,1.5,0.5
2014/10/8,豐原,AMB_TEMP,19,19,20,22,25,29
2014/10/8,豐原,CH4,1.7,1.7,1.7,1.8,1.7,1.7
2014/10/8,豐原,CO,0.21,0.24,0.38,0.73,0.54,0.25
2014/10/8,豐原,NMHC,0.24,0.1,0.13,0.32,0.28,0.13
2014/10/8,豐原,NO,1.3,1.3,1.8,8.3,6.7,1.3
2014/10/8,豐原,NO2,6.7,6.4,12,22,18,6
2014/10/8,豐原,NOx,8,7.7,14,31,25,7.2
2014/10/8,豐原,O3,21,25,19,15,24,43
2014/10/8,豐原,PM10,14,17,15,23,41,38
2014/10/8,豐原,PM2.5,4,7,7,9,13,11
2014/10/8,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/10/8,豐原,RH,78,77,73,62,50,39
2014/10/8,豐原,SO2,1.8,1.7,2,2.7,2.6,1.9
2014/10/8,豐原,THC,2,1.8,1.9,2.1,2,1.8
2014/10/8,豐原,WD_HR,103,108,79,51,6.4,3.4
2014/10/8,豐原,WIND_DIREC,97,87,322,71,334,39
2014/10/8,豐原,WIND_SPEED,1.8,1.1,1,1.1,2.1,1.7
2014/10/8,豐原,WS_HR,1.4,1.6,0.8,0.7,0.6,0.6
2014/10/9,豐原,AMB_TEMP,20,19,20,22,26,28
2014/10/9,豐原,CH4,1.7,1.7,1.7,1.7,1.7,1.7
2014/10/9,豐原,CO,0.19,0.21,0.28,0.45,0.29,0.19
2014/10/9,豐原,NMHC,0.13,0.1,0.14,0.16,0.11,0.07
2014/10/9,豐原,NO,0.5,0.6,1.9,7,2.6,1.4
2014/10/9,豐原,NO2,4.6,7.2,9.8,14,8.2,4.8
2014/10/9,豐原,NOx,5.1,7.8,12,21,11,6.2
2014/10/9,豐原,O3,19,13,16,15,28,39
2014/10/9,豐原,PM10,14,24,12,27,27,32
2014/10/9,豐原,PM2.5,13,9,11,6,8,6
2014/10/9,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/10/9,豐原,RH,77,80,76,62,46,40
2014/10/9,豐原,SO2,2.1,2.2,2.3,2.3,2.3,2.2
2014/10/9,豐原,THC,1.8,1.8,1.9,1.9,1.8,1.8
2014/10/9,豐原,WD_HR,62,62,57,55,64,55
2014/10/9,豐原,WIND_DIREC,50,58,42,55,95,57
2014/10/9,豐原,WIND_SPEED,1.1,1.6,1.5,1.8,2.1,1.4
2014/10/9,豐原,WS_HR,0.9,0.9,0.9,1.2,1.1,1.2
2014/10/10,豐原,AMB_TEMP,23,23,23,25,28,29
2014/10/10,豐原,CH4,1.7,1.7,1.7,1.7,1.7,1.7
2014/10/10,豐原,CO,0.12,0.13,0.19,0.17,0.14,0.15
2014/10/10,豐原,NMHC,0.06,0.1,0.25,0.07,0.05,0.06
2014/10/10,豐原,NO,0.3,0.7,1,1.2,1.2,1.2
2014/10/10,豐原,NO2,3,3.8,6.3,4.6,3.8,4
2014/10/10,豐原,NOx,3.3,4.4,7.2,5.8,4.9,5.2
2014/10/10,豐原,O3,27,23,19,24,29,31
2014/10/10,豐原,PM10,9,16,26,33,34,33
2014/10/10,豐原,PM2.5,0,7,13,14,11,4
2014/10/10,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/10/10,豐原,RH,81,82,82,71,60,55
2014/10/10,豐原,SO2,1.9,1.9,1.9,2.1,2.1,2
2014/10/10,豐原,THC,1.7,1.8,1.9,1.7,1.7,1.7
2014/10/10,豐原,WD_HR,59,56,46,56,47,60
2014/10/10,豐原,WIND_DIREC,61,65,52,55,64,61
2014/10/10,豐原,WIND_SPEED,2.5,1.9,1.2,2,3.3,2.7
2014/10/10,豐原,WS_HR,2.1,1,0.5,1.8,1.8,0.8
2014/10/11,豐原,AMB_TEMP,23,23,23,24,24,24
2014/10/11,豐原,CH4,1.7,1.7,1.7,1.7,1.7,1.7
2014/10/11,豐原,CO,0.15,0.14,0.16,0.15,0.15,0.16
2014/10/11,豐原,NMHC,0.04,0.02,0.03,0.03,0.03,0.03
2014/10/11,豐原,NO,0.8,1.1,0.9,1.3,1.2,1
2014/10/11,豐原,NO2,4.9,4,4.5,4.7,5,5.4
2014/10/11,豐原,NOx,5.7,5.1,5.4,6,6.2,6.5
2014/10/11,豐原,O3,27,33,33,35,37,38
2014/10/11,豐原,PM10,11,20,27,49,40,24
2014/10/11,豐原,PM2.5,4,10,9,18,10,13
2014/10/11,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/10/11,豐原,RH,84,82,81,75,75,76
2014/10/11,豐原,SO2,1.6,1.7,1.6,1.6,1.7,1.6
2014/10/11,豐原,THC,1.7,1.7,1.7,1.7,1.7,1.7
2014/10/11,豐原,WD_HR,62,71,76,78,82,91
2014/10/11,豐原,WIND_DIREC,75,76,86,82,99,81
2014/10/11,豐原,WIND_SPEED,3,2.7,2.8,4.6,4.4,5.1
2014/10/11,豐原,WS_HR,1.1,1.7,1.3,2.5,2.8,2.8
2014/10/12,豐原,AMB_TEMP,21,21,21,22,25,26
2014/10/12,豐原,CH4,1.7,1.7,1.7,1.7,1.7,1.7
2014/10/12,豐原,CO,0.15,0.16,0.19,0.17,0.16,0.2
2014/10/12,豐原,NMHC,0.03,0.03,0.04,0.02,0.02,0.04
2014/10/12,豐原,NO,1,0.9,1,1.2,0.9,1.2
2014/10/12,豐原,NO2,2.4,2.5,3.3,2,2.4,3.1
2014/10/12,豐原,NOx,3.4,3.4,4.3,3.3,3.3,4.3
2014/10/12,豐原,O3,39,39,37,42,42,44
2014/10/12,豐原,PM10,40,39,42,15,28,21
2014/10/12,豐原,PM2.5,18,14,3,9,16,24
2014/10/12,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/10/12,豐原,RH,79,80,79,72,60,54
2014/10/12,豐原,SO2,1.4,1.4,1.4,1.5,1.6,1.8
2014/10/12,豐原,THC,1.7,1.7,1.7,1.7,1.7,1.7
2014/10/12,豐原,WD_HR,61,59,58,55,64,93
2014/10/12,豐原,WIND_DIREC,55,60,58,52,87,289
2014/10/12,豐原,WIND_SPEED,1.9,2.1,2.6,3.3,2.8,3.7
2014/10/12,豐原,WS_HR,1,1.5,1.5,3,1.3,0.3
2014/10/13,豐原,AMB_TEMP,21,21,21,23,25,27
2014/10/13,豐原,CH4,1.7,1.7,1.7,1.7,1.7,1.7
2014/10/13,豐原,CO,0.18,0.19,0.23,0.24,0.25,0.24
2014/10/13,豐原,NMHC,0.04,0.08,0.06,0.04,0.07,0.09
2014/10/13,豐原,NO,1.5,1.5,1.8,1.6,1.5,1.7
2014/10/13,豐原,NO2,2.2,3.5,5,3.4,4.2,3.7
2014/10/13,豐原,NOx,3.7,5,6.8,5,5.7,5.4
2014/10/13,豐原,O3,42,36,36,46,49,54
2014/10/13,豐原,PM10,28,28,11,15,30,31
2014/10/13,豐原,PM2.5,24,22,21,18,18,28
2014/10/13,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/10/13,豐原,RH,59,62,59,45,39,34
2014/10/13,豐原,SO2,1.7,1.6,1.7,1.9,1.9,2
2014/10/13,豐原,THC,1.7,1.8,1.8,1.7,1.8,1.8
2014/10/13,豐原,WD_HR,65,62,64,61,57,59
2014/10/13,豐原,WIND_DIREC,58,72,71,54,57,69
2014/10/13,豐原,WIND_SPEED,1.4,1.7,2.4,3.4,3,2.3
2014/10/13,豐原,WS_HR,1.6,1.3,1.2,2.8,2.6,2.1
2014/10/14,豐原,AMB_TEMP,19,19,19,22,24,26
2014/10/14,豐原,CH4,1.7,1.7,1.7,1.7,1.7,1.7
2014/10/14,豐原,CO,0.18,0.2,0.21,0.35,0.28,0.23
2014/10/14,豐原,NMHC,0.07,0.07,0.06,0.11,0.1,0.07
2014/10/14,豐原,NO,0.3,0.4,0.5,1.3,1.3,0.9
2014/10/14,豐原,NO2,3.3,4.5,5.4,10,7.4,4.8
2014/10/14,豐原,NOx,3.6,4.8,5.8,11,8.7,5.6
2014/10/14,豐原,O3,35,29,32,32,37,43
2014/10/14,豐原,PM10,21,17,31,23,30,37
2014/10/14,豐原,PM2.5,18,16,16,16,14,22
2014/10/14,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/10/14,豐原,RH,65,67,63,51,42,38
2014/10/14,豐原,SO2,1.4,1.3,1.3,1.4,1.5,1.5
2014/10/14,豐原,THC,1.8,1.8,1.7,1.8,1.8,1.8
2014/10/14,豐原,WD_HR,51,52,59,54,49,50
2014/10/14,豐原,WIND_DIREC,48,49,60,43,53,306
2014/10/14,豐原,WIND_SPEED,1.3,1.8,1.6,1.4,2.1,2.3
2014/10/14,豐原,WS_HR,0.9,1.1,1.3,0.9,0.8,0.9
2014/10/15,豐原,AMB_TEMP,18,18,18,20,23,27
2014/10/15,豐原,CH4,1.7,1.7,1.7,1.7,1.7,1.7
2014/10/15,豐原,CO,0.23,0.28,0.36,0.37,0.26,0.31
2014/10/15,豐原,NMHC,0.07,0.09,0.13,0.11,0.1,0.16
2014/10/15,豐原,NO,0.5,0.5,0.7,1.8,0.9,2.5
2014/10/15,豐原,NO2,4,5.7,11,11,4.3,9.8
2014/10/15,豐原,NOx,4.5,6.2,11,13,5.2,12
2014/10/15,豐原,O3,33,29,28,29,43,48
2014/10/15,豐原,PM10,26,44,38,47,32,53
2014/10/15,豐原,PM2.5,15,18,12,15,20,26
2014/10/15,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/10/15,豐原,RH,74,75,75,59,43,35
2014/10/15,豐原,SO2,1.5,1.5,1.6,1.7,1.9,2
2014/10/15,豐原,THC,1.8,1.8,1.8,1.8,1.8,1.9
2014/10/15,豐原,WD_HR,98,92,68,61,56,319
2014/10/15,豐原,WIND_DIREC,116,93,350,76,321,309
2014/10/15,豐原,WIND_SPEED,1.1,1,1.1,2.2,1.8,1.8
2014/10/15,豐原,WS_HR,0.9,0.9,0.5,1.3,1,1.2
2014/10/16,豐原,AMB_TEMP,18,18,18,20,23,25
2014/10/16,豐原,CH4,1.8,1.8,1.8,1.8,1.7,1.7
2014/10/16,豐原,CO,0.34,0.36,0.47,0.82,0.52,0.31
2014/10/16,豐原,NMHC,0.07,0.08,0.13,0.27,0.17,0.11
2014/10/16,豐原,NO,1.2,1.2,1.6,6.3,4.8,1.8
2014/10/16,豐原,NO2,5.6,6,11,24,16,5.3
2014/10/16,豐原,NOx,6.8,7.2,12,30,21,7.1
2014/10/16,豐原,O3,41,38,32,20,34,47
2014/10/16,豐原,PM10,55,46,48,44,52,40
2014/10/16,豐原,PM2.5,38,37,30,39,25,22
2014/10/16,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/10/16,豐原,RH,80,82,82,73,55,40
2014/10/16,豐原,SO2,1.1,1.2,1.2,1.5,1.4,1.3
2014/10/16,豐原,THC,1.8,1.8,1.9,2.1,1.9,1.8
2014/10/16,豐原,WD_HR,110,103,95,38,358,321
2014/10/16,豐原,WIND_DIREC,112,99,350,38,341,315
2014/10/16,豐原,WIND_SPEED,2.1,1.9,0.7,0.8,1.9,1.8
2014/10/16,豐原,WS_HR,1.8,1.8,1.2,0.5,0.5,1.5
2014/10/17,豐原,AMB_TEMP,19,19,19,22,26,28
2014/10/17,豐原,CH4,1.8,1.8,1.8,1.8,1.8,1.8
2014/10/17,豐原,CO,0.33,0.34,0.46,0.74,0.84,0.64
2014/10/17,豐原,NMHC,0.11,0.12,0.16,0.26,0.36,0.24
2014/10/17,豐原,NO,1.8,1.7,2.1,3.6,5.2,2.9
2014/10/17,豐原,NO2,5.9,6.8,9.7,19,25,17
2014/10/17,豐原,NOx,7.7,8.5,12,23,30,20
2014/10/17,豐原,O3,45,39,32,29,45,78
2014/10/17,豐原,PM10,51,72,60,59,66,95
2014/10/17,豐原,PM2.5,27,28,29,30,36,42
2014/10/17,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/10/17,豐原,RH,78,77,74,66,49,39
2014/10/17,豐原,SO2,1.4,1.8,1.6,3.8,11,3.9
2014/10/17,豐原,THC,1.9,1.9,1.9,2,2.2,2
2014/10/17,豐原,WD_HR,114,104,101,57,267,294
2014/10/17,豐原,WIND_DIREC,97,116,88,347,198,338
2014/10/17,豐原,WIND_SPEED,1.3,1.8,1.6,0.8,1.5,1.3
2014/10/17,豐原,WS_HR,1.7,1.5,1.4,0.5,0.2,0.9
2014/10/18,豐原,AMB_TEMP,21,21,21,22,24,26
2014/10/18,豐原,CH4,1.7,1.7,1.7,1.8,2,1.9
2014/10/18,豐原,CO,0.28,0.32,0.49,0.68,1.04,0.88
2014/10/18,豐原,NMHC,0.08,0.09,0.16,0.26,0.53,0.56
2014/10/18,豐原,NO,1.1,1.2,1.4,3.9,5.3,5
2014/10/18,豐原,NO2,4.6,5.9,9,19,31,33
2014/10/18,豐原,NOx,5.7,7.1,10,22,36,37
2014/10/18,豐原,O3,42,43,36,26,41,67
2014/10/18,豐原,PM10,27,52,56,56,65,47
2014/10/18,豐原,PM2.5,15,23,19,35,42,55
2014/10/18,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/10/18,豐原,RH,79,75,74,72,67,57
2014/10/18,豐原,SO2,1.4,1.3,1.4,2.9,4.6,3.8
2014/10/18,豐原,THC,1.8,1.8,1.9,2,2.5,2.5
2014/10/18,豐原,WD_HR,96,95,84,191,203,238
2014/10/18,豐原,WIND_DIREC,112,106,45,218,206,276
2014/10/18,豐原,WIND_SPEED,1.1,1.4,0.9,1.1,2.3,1.9
2014/10/18,豐原,WS_HR,1,0.9,1,0.1,1.2,1.2
2014/10/19,豐原,AMB_TEMP,21,20,21,22,25,26
2014/10/19,豐原,CH4,1.8,1.8,1.8,1.7,1.7,1.7
2014/10/19,豐原,CO,0.38,0.39,0.65,0.57,0.39,0.37
2014/10/19,豐原,NMHC,0.08,0.09,0.19,0.18,0.1,0.08
2014/10/19,豐原,NO,1.5,1.7,1.9,2.8,2.7,2
2014/10/19,豐原,NO2,5.2,5.9,8.1,11,8.8,6.9
2014/10/19,豐原,NOx,6.7,7.6,10,14,11,8.8
2014/10/19,豐原,O3,48,44,40,32,42,68
2014/10/19,豐原,PM10,75,73,67,44,54,56
2014/10/19,豐原,PM2.5,38,38,34,34,36,45
2014/10/19,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/10/19,豐原,RH,85,87,85,71,57,53
2014/10/19,豐原,SO2,1.9,1.5,1.6,1.7,1.7,2
2014/10/19,豐原,THC,1.9,1.9,2,1.9,1.8,1.8
2014/10/19,豐原,WD_HR,94,84,94,58,1.4,300
2014/10/19,豐原,WIND_DIREC,64,76,108,55,325,222
2014/10/19,豐原,WIND_SPEED,0.8,1.1,1.3,1.9,2.3,2.1
2014/10/19,豐原,WS_HR,1.6,1.5,1.4,1,0.7,0.6
2014/10/20,豐原,AMB_TEMP,20,20,20,22,25,27
2014/10/20,豐原,CH4,1.7,1.7,1.7,1.7,1.7,1.7
2014/10/20,豐原,CO,0.29,0.28,0.33,0.45,0.45,0.4
2014/10/20,豐原,NMHC,0.08,0.08,0.11,0.13,0.12,0.11
2014/10/20,豐原,NO,1.3,1.1,1.2,2.5,2.7,1.8
2014/10/20,豐原,NO2,4.9,5.4,6.4,8.8,9.9,8.4
2014/10/20,豐原,NOx,6.2,6.5,7.6,11,13,10
2014/10/20,豐原,O3,33,28,23,24,40,56
2014/10/20,豐原,PM10,44,42,31,27,40,63
2014/10/20,豐原,PM2.5,19,26,18,28,18,26
2014/10/20,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/10/20,豐原,RH,83,81,80,71,55,49
2014/10/20,豐原,SO2,2,1.9,1.9,2.1,4.4,4.2
2014/10/20,豐原,THC,1.8,1.8,1.8,1.8,1.8,1.8
2014/10/20,豐原,WD_HR,113,110,103,76,49,322
2014/10/20,豐原,WIND_DIREC,116,104,108,72,55,328
2014/10/20,豐原,WIND_SPEED,2.2,2.1,1.7,0.8,1.8,2.1
2014/10/20,豐原,WS_HR,1.8,1.8,1.8,1,0.8,1.2
2014/11/1,豐原,AMB_TEMP,21,21,21,22,24,25
2014/11/1,豐原,CH4,1.8,1.8,1.8,1.8,1.8,1.8
2014/11/1,豐原,CO,0.53,0.52,0.67,0.95,0.74,0.44
2014/11/1,豐原,NMHC,0.17,0.15,0.19,0.38,0.25,0.14
2014/11/1,豐原,NO,0.5,0.5,0.6,2.2,2.9,1.2
2014/11/1,豐原,NO2,13,14,16,22,23,13
2014/11/1,豐原,NOx,14,14,16,24,26,14
2014/11/1,豐原,O3,29,33,29,26,38,55
2014/11/1,豐原,PM10,103,99,75,78,76,95
2014/11/1,豐原,PM2.5,73,70,70,59,58,55
2014/11/1,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/11/1,豐原,RH,94,93,93,90,77,65
2014/11/1,豐原,SO2,2,2.2,2.3,2.6,4.2,2.5
2014/11/1,豐原,THC,2,2,2,2.2,2.1,1.9
2014/11/1,豐原,WD_HR,109,115,109,93,32,324
2014/11/1,豐原,WIND_DIREC,96,121,113,45,47,323
2014/11/1,豐原,WIND_SPEED,1.5,2.3,1.7,0.7,1.6,2.2
2014/11/1,豐原,WS_HR,1.7,1.8,1.8,1.2,0.4,1
2014/11/2,豐原,AMB_TEMP,21,21,22,23,25,26
2014/11/2,豐原,CH4,1.8,1.8,1.7,1.7,1.7,1.7
2014/11/2,豐原,CO,0.43,0.48,0.35,0.37,0.36,0.32
2014/11/2,豐原,NMHC,0.13,0.15,0.09,0.09,0.09,0.11
2014/11/2,豐原,NO,1.5,1.4,1.4,1.7,1.7,1.8
2014/11/2,豐原,NO2,9,9.8,7,6.2,6.4,6
2014/11/2,豐原,NOx,11,11,8.4,7.9,8.1,7.8
2014/11/2,豐原,O3,16,18,32,41,51,45
2014/11/2,豐原,PM10,49,55,44,61,66,63
2014/11/2,豐原,PM2.5,34,37,31,33,33,38
2014/11/2,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/11/2,豐原,RH,94,94,79,78,67,68
2014/11/2,豐原,SO2,1.6,1.6,1.6,1.7,1.2,0.2
2014/11/2,豐原,THC,1.9,1.9,1.8,1.8,1.8,1.8
2014/11/2,豐原,WD_HR,105,83,75,84,59,63
2014/11/2,豐原,WIND_DIREC,100,56,79,89,52,93
2014/11/2,豐原,WIND_SPEED,1.3,1.5,2.2,2.6,2,2.8
2014/11/2,豐原,WS_HR,1.4,1.2,1.7,2.2,1.6,0.7
2014/11/3,豐原,AMB_TEMP,19,19,19,19,20,21
2014/11/3,豐原,CH4,1.8,1.8,1.8,1.7,1.7,1.8
2014/11/3,豐原,CO,0.3,0.28,0.3,0.31,0.31,0.32
2014/11/3,豐原,NMHC,0.03,0.03,0.04,0.04,0.05,0.11
2014/11/3,豐原,NO,0.9,0.8,0.9,0.9,0.8,0.9
2014/11/3,豐原,NO2,4.2,4.6,6.1,5.9,5.6,6.4
2014/11/3,豐原,NOx,5.1,5.4,7,6.8,6.4,7.2
2014/11/3,豐原,O3,48,47,46,47,45,46
2014/11/3,豐原,PM10,35,42,43,34,43,30
2014/11/3,豐原,PM2.5,10,17,16,12,6,10
2014/11/3,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/11/3,豐原,RH,67,66,65,63,61,57
2014/11/3,豐原,SO2,1.9,1.9,1.8,1.7,1.5,1.4
2014/11/3,豐原,THC,1.8,1.8,1.8,1.8,1.8,1.9
2014/11/3,豐原,WD_HR,62,62,61,59,55,63
2014/11/3,豐原,WIND_DIREC,51,57,60,62,53,78
2014/11/3,豐原,WIND_SPEED,3.4,2.8,2.9,4.7,3.9,3.2
2014/11/3,豐原,WS_HR,2.5,2.1,1.8,3.5,3.8,1.5
2014/11/4,豐原,AMB_TEMP,19,20,20,20,21,22
2014/11/4,豐原,CH4,1.8,1.8,1.8,1.8,1.8,1.8
2014/11/4,豐原,CO,0.26,0.27,0.37,0.52,0.43,0.35
2014/11/4,豐原,NMHC,0.24,0.06,0.26,0.16,0.17,0.18
2014/11/4,豐原,NO,1.9,1.8,2,3.5,3.7,3.7
2014/11/4,豐原,NO2,5.9,5.5,11,17,14,11
2014/11/4,豐原,NOx,7.9,7.3,13,21,17,15
2014/11/4,豐原,O3,28,30,25,21,24,32
2014/11/4,豐原,PM10,12,32,24,46,36,54
2014/11/4,豐原,PM2.5,7,8,17,19,13,6
2014/11/4,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/11/4,豐原,RH,67,68,67,65,62,58
2014/11/4,豐原,SO2,1.4,1.5,1.5,1.6,1.7,1.7
2014/11/4,豐原,THC,2,1.8,2,1.9,1.9,2
